label,text
0,@united and was told that its been the case for weeks but is still not resolved.
1,@united Thanks to Karen Salisbury at IAH for amazing customer service!  Found my daughter's bag lost on UA1516.  Made her day!
1,@SouthwestAir Received awesome phone help from Jim today. Helped me switch around flights booked with points.
0,@USAirways please secure the 'footrest' shelf' in business class on A330 airplanes!!! http://t.co/ZL4bVEXmcJ
0,@SouthwestAir my question is this: what's up with the crazy boarding procedure? Does the confusion prevent fistfights over the good seats?
0,"@JetBlue I now learned that customer service at SXM works for the airport, not JetBlue. They need a supervisor to do anything."
0,@USAirways When I check online it states status closed. What does this mean? As I have yet been able to reach a live person...
0,@SouthwestAir I'm in line at the airport right now. Will you cover hotel fair or am I to sleep in the airport?
0,"@AmericanAir Well if you won't let me handle my reservation/change online, &amp; your Reservation call # hangs up on me wtf do I do?? Bullshit."
1,"It really is nice, though. The snack fridge…that you can just get up and take stuff out, like a dorm common room, is genius. @JetBlue"
0,@united it most certainly was not.
0,@united who is in charge of making decisions over there? Cancelled Flightling flight UA1150 was unacceptable. I should be in #Belize right now.
1,@JetBlue thanks for your reply. It was flight 1572.
0,"@USAirways 42 minutes holding. Seriously, if your average wait time is over 30 minutes then maybe, just maybe, you're understaffed."
1,@united thanks for not getting my BusinessFirst priority tagged bag onto my connecting flight at EWR despite a 2+ hour layover. Nice job
1,@USAirways thanks :)
0,@JetBlue just lost very loyal customers who use them 4-10 times a year.
0,@SouthwestAir has the absolute worst customer service when trying to reach them by phone.
0,@united calling that number was useless. Heading to the airport now to pick up my bags. this whole situation seems like a real joke.
0,"@JetBlue For one way, not letting me select TO city....strange...and now some fairs look ""normal"" ????"
0,"@AmericanAir You've misunderstood. @USAirways WOULD NOT do a same day flight change for me. The gate agent said, ""NO."""
0,@JetBlue Do your TrueBlue pages not work on Chrome or Safari? I keep getting blank pages when I lick on the TrueBlue tab on your site.
0,@AmericanAir I Cancelled Flighted my flight. I really don’t need this much trouble.
0,"@SouthwestAir Sort of, but I'm arriving a day Late Flight and have to incur overnight costs in a connecting city. Not cool at all..."
0,@USAirways charging $200 2 change a flight is a rip off the reason I have 2 is out of my hands &amp; I want 2 reschedule same flight but in July
0,@united Where are my bags!!!  They weren't in LAX like your promised.  9 out of 10 things today were a mess today because of you.
0,"@AmericanAir Got an email about an itinerary change, but can't seem to get to anyone on phone. New flight time doesn't work for me. Help?"
1,@VirginAmerica I’m looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! ;)
0,@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.
0,@united the least you could do is offer me a ticket in coach instead of just Cancelled Flighting my reservation because of your glitch!!! #notfair
0,@united really?  Someone called in sick and then someone FORGOT to call a replacement?!  Now an hour Late Flight to take off. #theworst
1,"@JetBlue Although it wasn't totally the answer I was looking for, I appreciate the prompt response."
0,@AmericanAir I need assistance reFlight Booking Problems a flight from dfw to lit
0,"@USAirways #fail when the inbound flight arrives after the scheduled outbound departure, and still ""on time"" http://t.co/k0MHZrJF6e"
0,@SouthwestAir FIND A WAY TO Cancelled Flight FLIGHT 310!!!!!!!
0,@JetBlue Is there something going on with your alerts? Flight's been delayed several times for my parents and i'm not receiving any alerts.
0,"@JetBlue It's not ideal, but it's okay. Better Late Flight than never! :)"
1,"alright @JetBlue.... done! alternatively, if you'd like to charter a private jet for me to PITT i will gladly accept :)"
0,@SouthwestAir Twitter cust svc rule 1 Dont say IF we fell short. I just told u u did! #2 If u cant solve problem don't say anything at all!
1,"@JetBlue Also, thanks for your prompt replies. I'm really impressed--and you're not just brushing me off. Much appreciated!"
0,@JetBlue Late Flight again lost almost 3 hours of my bay area weekend not to mention two hours of unnecessary vacation time from work.  #flt348
0,@USAirways on hold for 2 hours. You know what just keep my money
0,"@united web app won't let me upgrade seats, call center wait time is 20 minutes plus, just want to get more legroom but it's a pita"
0,@united Stuck in this airport 12 hours in standbys cuz the pilot showed up Late Flight in PJs &amp; i missed my connectin flight. PJ's I TELL U! #NYFW
0,@united #flightdelay on an early craft arrival because pilot is stuck in traffic #fail #nocustomerservice #nocompensation
1,@JetBlue ok thank you for the quick response JetBlue still the best comp
0,"@united It's an incredibly easy fix, but you would rather stay in your comfort zone, while I get forced out of mine."
0,@AmericanAir ok. There is no one at the airport that is helping us. Another customer got told the flight isn't leaving till 1220
0,"@AmericanAir it's more than technical problems. #frustrated #answerthephone 
Res. on hold and can't get thru to use a credit to pay for it"
0,@united It is all good -- your 1K team has been nothing short of amazing with everything.
0,@USAirways horrible cust service exp at DIA today. Wife waited 3 hrs on the plane b/f flight 695 was Cancelled Flightled. Still waiting for bags.
1,@united DM sent. Thanks so much for the strong customer service!!
0,@jetblue any idea what caused the delay on flight 1316 FLL &gt; Jax ?
0,@united Step 1: Cancelled Flight flight. Step 2: Don't notify customer. Step 3: Charge them for food while they try to survive their wait. Brilliant.
0,@USAirways @PHLAirport how can a plane scheduled to come in on time and actually happen. Then you bozos don't have any room us. #incompetent
0,@united  Delay DEN-CLE because they have to manually enter baggage tags? Really? Worst cust service day for this 1ker. #friendlyskies??
0,".@JetBlue ooookay @ABC that's silly of you. guess we're ""watching"" the oscars purely on Twitter reactions tonight. #oscars"
0,"@AmericanAir I am looking for help on USAirways award travel booked for wife and two boys, no seats assigned."
0,@united can you you think about hiring some baggage attendants at EWR? Been waiting for bags for 1 hr. United = overcharged&amp;underserved
0,@JetBlue why did you just Cancelled Flight flight 670 last minute?!?
1,@AmericanAir I wish I could remember all of their names!
0,@SouthwestAir  at fort launder dale and the gate agent can't switch flights to an earlier flight but we can on our phone...ridiculous
1,@JetBlue Haha you're doing everything right! Don't change a thing! Slash this Twitter engagement just makes you even cooler! #bestairline
0,"@AmericanAir of course it wasn't your intention, issue lies in lack of response. she did contact you directly; she sat on hold for 50 mins"
0,@SouthwestAir  reservation (FEHQNE)  21FEB15 | DCA-RSW. Want refund not credit for Cancelled Flightled flight please.
0,@USAirways but you guys switched me and didn't inform me of the chathes
0,"@united poor showing today, no assistance to passengers who mis connected due to maintenance and waiting for baggage"
0,@USAirways I've flown 6 figured worth of miles in my lifetime.  This was my first and last ever flight on US Airways
0,@united your plane's been waiting at the Gate for two hours with all passengers onboard in their cramped seats. Yuck.
0,"@JetBlue so I'm penalized for packing lightly, having 1 bag and paying extra for a seat?"
0,@JetBlue #611 from JFK to LAS still delayed?
0,@JetBlue they tried to have us towed. Do you think I'll be flying out of your terminal again? Risk of $75 fine from corrupt police official
0,@united now maintenance issues with flight 5639 and more issues with passengers that will miss connections needing to get off
0,@JetBlue appreciate the response Worst part is losing the non refundable hotel in Orlando. Your crew blamed wind! Hoping for no more delays!
0,@united Your boarding process sucks. You should learn from @SouthwestAir
0,@united No. The entire problem here is that I was never sent anything via email and only given a Flight Booking Problems number over the phone.
1,@SouthwestAir yes please
1,@AmericanAir great job and great service in and out of SDF this weekend during the winter storm.
1,@SouthwestAir luv my companion pass!
0,@united how long will it take for miles that i re-purchased (they had expired) to show up? I recieved an email that the request had been..
0,@USAirways I need to speak with a customer service agent today between 5-8pm  I had an unfortunate incident of discrimination today.
1,"@USAirways Thank you, busy times."
0,@USAirways I'm unable to check in for flight 2119 BOS-DCA and haven't heard if flight was Cancelled Flighted/rescheduled. Any updates??
1,@united Thanks for looking into this and for getting back to me via DM. Glad to hear my bag is finally being delivered to me. Thanks again!
1,“@JetBlue: Our fleet's on fleek. http://t.co/g12sn5qsqZ”- no... Yall better than this
0,@united Tks for reply. PSP employees blamed Late Flight departure on POTUS when main reasons were DVR flt Late Flight &amp; insufficient ground crew to handle
0,@USAirways so I guess you are ok with people being sexually assaulted on your flights nice customer service
0,@united Ph the pat answers are BS. After I was denied boarding it sat at the gate until 9:05! Your employees totally suck.
1,"@SouthwestAir was in a line a mile long at sky harbor this morning. Your staff was courteous and expeditious.  Thank you. 
#onechildfourbags"
0,"@AmericanAir I need to be at work tomorrow at 8am, therefore that doesn't help.  Direct message faster than calling 800 number? #Backwards"
0,@USAirways Cool. Now @SweetingR has been told you can't re-route his bags after he was told to leave them last night. He needs them to race.
0,@AmericanAir  help. Flight to Dallas was Cancelled Flightled this morning from cle. on hold for  3 hours. Need to be booked on next flight out.
0,"@United - flight Cancelled Flightled. 4 hrs at airport to book a new one for $95. Just got two invoices for the flight, each for approx $300. Really?!"
1,@SouthwestAir I will do just about anything tO GO TO THE VEGAS SHOW PLEASE MAN
1,@AmericanAir Thank you for the quick customer service today. #RefundProcedureNotTooPainful I know that Winter Weather is not your fault.
0,"@SouthwestAir For example, can't pay 4 hotel &amp; food? Or transport to alternate city we are flying from? Or give clear record of alt flight?"
1,"@SouthwestAir @FortuneMagazine 
great news."
1,@AmericanAir ok thank you. What if I can't get a hold of someone to get a new flight?
1,"@SouthwestAir Thanks for two smooth, safe and fast flights! #Boston #Houston #LUVSWA http://t.co/elhxUV0Uj1"
0,"@united Well, to the degree that he could... Just to know, after this experience I'm Cancelled Flighting my miles card. Thank god for @Delta"
0,"@united Soooo, it's been 15 days and you've offered no response. So I assume poor treatment by gate agents is the norm now?"
0,"@AmericanAir  when do you anticipate decisions for Cancelled Flightlations at DFW tomorrow morning? Need to rearrange hotel reservations, etc. ASAP!"
0,@united Why isn't the flight status updated to delayed UA1532 no board
0,@USAirways what's the deal with the flight computer network?
0,"@united again I ask, who can I call to get this fixed? Tweeting me BS questions to stall only makes things worse. Phone number please."
0,@united then why do you bother responding? Your customer service is THE WORST. Never using you guys again.
1,"@united All flights Cancelled Flighted :( Trip refunded without difficulty, staff extremely helpful, no complaints! Way to handle bad weather!"
0,@USAirways Thanks for Cancelled Flighting my flight tomorrow and not reFlight Booking Problems me on another one. #usairwaysfail
1,@AmericanAir Thank you
1,"@united awesome. Thx. And thx for replying so damn fast, sure as hell beats 80s cheeze hold music!!"
0,"@united bull crap.  I spent $600 on a recent trip.  That's not small change. I got 10,000 AA miles.  Would have only been 6600 UA"
1,"@JetBlue @ABCNetwork please give JetBlue all the permissions in the world! I'm missing the oscars right now, and it's awful #whyabcwhy"
0,@SouthwestAir make this delay go away. Maybe upgrade me and Kats seats. We are headed to Columbus.
1,@AmericanAir ok no worries. Thanks for the straight story. It's appreciated.
0,@USAirways will never travel with you again. This is insanity. storms are inevitable but making us hold to just add a lap child #badservice
0,@united is trying to strand us in Houston until tomorrow morning. pretty sure overFlight Booking Problems and maintenance aren't our fault.
0,@USAirways the only time I tweet is to tell you how horrible you're attendants are. Flight 3841 to LGA. I feel in jail
0,@united Need to track lost luggage being shipped to me. Need ph # for human. Not automated 800-335-2247.
0,@USAirways churn rate increasing by the second
0,@united 6 minutes to boarding at b12 in Ord. No sign of gate agent. A little help?
1,@SouthwestAir This has to be the best video I have seen ever! - #teamspirit https://t.co/X5JenA7NyE
0,@united I did DM the details but still no response. I have to book today.
1,@AmericanAir Flight attendant #YeseniaHernandez provided excellent service among peculiar conditions throughout the day ✈ :-)
1,@SouthwestAir finally through thx
0,"@united, UA1641 EWR-MCO 17 Feb wifi never connected but allowed me to purchase access twice &amp; charged me. Who do I need to file claim with?"
0,Do less please @JetBlue
0,@united Thanks for remembering to load my bag onto my connecting flight. Oh wait you forgot. Iceland should be fun with no clothes....
0,@SouthwestAir turned my non-stop flight between Laguardia/dal into a 1 stop in STL. WTH? I'm thinking some sorta comp is in order? REALLY?
0,"@USAirways flt last nght Cancelled Flighted-mech.probs, flt this am Cancelled Flighted-snow, finally on a flt home. 1st cls empty &amp; they won't let me sit there"
0,@united Cancelled Flightled my flight for some unknown reason and haven't really given me anything to make my overnight layover tolerable
0,"@United is an airline where you pay extra to get a better seat but by the time you board your overbooked flight, there's no overhead space."
0,@SouthwestAir why have you guys jacked up the prices AFTER you said prices were going to be lowered? SMH
0,"@JetBlue tried calling multiple times, i just wait and when it finally connects i get hung up on"
0,@AmericanAir car accident on my way to the airport. Missed flight from rno to dca. Trying to resched but your line has 2 hr wait
0,"@AmericanAir I've been on hold for 4 hrs, no call bk either. Family of 4 trying to get from HDN to DFW flight 1418 direct. Need new info plz"
0,@united or you'll Cancelled Flight my flight like you just did
0,@SouthwestAir could I get a phone call from a customer service rep to get the issue resolved?
0,@united This isn't a one time thing either! It's a shocking pattern of repeated neglect and disrespect.
0,@AmericanAir so what if I didn't have the funds to purchase another ticket? Your error would cause my family to miss the funeral
0,"@JetBlue where is the ""award winning service""?"
0,@USAirways also your employees were LESS then helpful when @Jack_Kairys was checking his bag. Two just left their desks completely (1/2)
0,"@united it's not getting any better. I'd suggest you get a senior manager to this gate , then retrain these gate people"
0,@AmericanAir me up in a hotel tonight and expect me to now pay even more money. I don't have that money!! I was supposed to get a call back
0,@USAirways your app sucks balls compared to @AmericanAir
0,@JetBlue #669 stewardesses can't work w/o a galley light! Back to NYC to change a light. #fromthefrontseat #jetblueBlues @anku @yaffasolin
0,@USAirways There isn't a ticket number...the transaction is still pending.
0,@USAirways Now going on 26 minutes on hold.
0,@united I received my luggage that also looked to be left in the snow when I arrived. I'm asking for all 50 people to be refunded.
0,"@SouthwestAir After multiple attempts, I was finally able to submit them Late Flight last night."
0,"@JetBlue nope. The ""regular"" line was multi-x faster. You literally direct all the wheelchairs and strollers into the same line as EMS."
0,@AmericanAir I’ve been on the line waiting for 40 minutes again.
0,@SouthwestAir hello. my flight is Cancelled Flightled for #destinationdragons and no one at your desk at KCI knows what the fuck is happening!!!!!!!!
0,@SouthwestAir  got my bags 35 hours Late Flightr and an offer of $50 to go pick them up. Taxi costs $65 one way. Spent $200 for the inconvenience.
0,@united so unhelpful... http://t.co/vBfIeo2qJC
0,@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!
0,@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .
0,@USAirways Have him call me.  I cant wait to see if anything happens.  Your service really sucks.#usairwayssucks
0,"@usairways  US1799 CLT-&gt;SFO in first no desert, no snack basket. Incoming was on time ? What’s up?"
0,"@united @christinebpc ...and on some versions of the 738, row 11 has no window at all. Go ahead, check. We'll wait."
0,@AmericanAir why does it feel like I'm being nickeled and dime to enjoy a flight with AA? I purchased a tkt but have to pay extra for a seat
0,@united Yes but unbelievable.  Should have a free fare lock
0,@SouthwestAir please do something about the speed of your WiFi connections on your planes.  It might as well be non-existent.
0,"@USAirways I have LITERALLY been on hold since 3am est.PlatinumEventually hung up &amp; again back on hold. Understand weather, but ridiculous."
0,@AmericanAir 12 calls in the span of two days........none of which available to speak to someone.  You are un F-in believable.  worst ever
0,@SouthwestAir sure did. Also read on there that Southwest doesn't believe it is liable for the incident. How is it my fault that SW lost it?
0,@USAirways you reminded me today why I fly @SouthwestAir
0,@AmericanAir - Hanging up on customers with no chance for a callback is a failure of customer service. 1:30am EST and no one can answer? 2/2
0,"@AmericanAir My flights tomorrow were Cancelled Flighted, can't do anything online, and can't get through on phone. Help?"
0,@USAirways thanks for overFlight Booking Problems first class and automatically downgrading my upgrade 3 min before boarding. #ffstatusdontmatter #thenewaa
0,@united sitting on UAL 683 - a comedy of errors.  UAL is incompetent
0,@USAirways yes. But the manner with which it was done was harsh for those affected. Already checked in. No remorse. Weak alternatives.
0,@AmericanAir Late Flight again geez flt2417 #Late Flight #delays #typical
0,"@JetBlue what's up? Three delays so far, resulting in over three hours of unnecessary, extra waiting."
0,@united quick response offering assistance but lack of follow through - not really the service I was expecting
0,@AmericanAir thx for the apology.   A commitment to fix your broken system would be better.  Actually fixing it would be better still.
0,"@united So publicly you asked for details on my flt. Sent you a DM, like you asked, and have yet (2 days) to hear from you. #unitedfail"
0,@JetBlue they booked me for tomorrow. It's $250 higher. My 1st reservation is PGFRYZ. Get me on standby list 4 tonight would help.
0,@AmericanAir what are the odds my bag was picked up by someone not me while in another country? Because it says it hasn't been located yet.
1,@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.
0,@united you told me you changed my flight and im in the ottawa airport and AC cant find my reservation! Whats wrong with you
0,@USAirways 2day: no coffee &amp; 1 working toilet.  Then I read domestic airlines whining re: foreign competition.  Coincidence?  No  #openskies
0,“@united: @mllovelace The baggage fee is waived for Premier members. Please see http://t.co/u6Duw27mDE. ^JP” what's the point of membership?
0,"@USAirways how is it that the airport (DCA) and the airline mess up our flights, but also will not cover our hotel costs? At DCA for 5hrs..."
0,"@AmericanAir Your AA3465 staff are refusing to allow a woman to board. She was here at 8 for 8:16 departure. Sign still ""Now Boarding""..."
1,@United Wanted to compliment ur phone agent Jeanette for reFlight Booking Problems RDU to SEA thru SFO after connecting flight thru EWR was Cancelled Flightled.
0,@AmericanAir if this is how you guys work then i will never fly with you guys again.
1,@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures
0,@USAirways are the bags off Flight 1898 CLT to JFK? We landed last night just before midnight.
0,"@JetBlue if u want to be helpful save me the trip from Westchester Cty to JFK, plus parking - my info is in the photo http://t.co/JI7xkS2jkk"
0,@AmericanAir 2 months and still no exec platinum member cards. What gives?
1,"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!"
0,@USAirways are you going to do anything to help stranded travelers of flight 680?! No communication from anyone. All of us dumped here.
1,"@united flt 912. Capt Herman is amazing! Came out before flight to play ""ask the captain anything."" Wonderful ambassador to the airline!!"
0,@AmericanAir I was happy to purchase the upgrade. If only it was avail on my next flight.
1,@SouthwestAir @MichaelBColeman - thanks for making new direct flight to San Francisco.
0,@AmericanAir thanks! I hope we get movies. Tv's were broke on the flight over
0,"As am I, @AmericanAir - but thankfully there was a @united lounge next door. Really not impressed by oneworld partnerships :("
0,@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise
0,@united thanks for causing us to miss our connection and now a 6hour delay #flydeltanexttime
0,"@AmericanAir Is it possible to change the FF number on a passenger on a Flight Booking Problems, it won't let me change it?"
0,@SouthwestAir now on hold for 2.5 hours waiting to speak to someone about my Cancelled Flightled flight from Philly to ORL
1,@USAirways thank you
0,"@AmericanAir The delay is nothing but the personnel being so combative up to the point of saying ""what's the hury,  the plane is not leaving"
1,@united flight 1491...plane from SFO to DEN is basically on time.
0,@AmericanAir @MurphyJulie it took them 6 hours to call me back. Then it disconnected twice. 😢 I'll never get back to work
0,".@AmericanAir (2/3) ...I sat on the runway for 4 MORE HRS b4 takeoff (10 hrs Late Flight, 4:30 AM). Pilot plainly stated it was a comp/mech issue."
0,@united Would be helpful if you could refresh boarding time info on boarding passes for delayed flights
0,"@united How is this considered ""on time"" if it's arriving at destination half hour Late Flightr than scheduled? http://t.co/YMFTw1uyHr"
0,"@SouthwestAir can you follow me? Flight Cancelled Flightled, can't rebook online, been on hold for 2 hours.  Would love to DM flight info. Thank you."
0,"2/2 @united You don't really care about our comfort, you care about profitability. That's fine, just own up to it. #unfriendlyskies"
0,"@united why doesn't my daughter, booked with my gold member miles, get on the upgrade list for her flight tomorrow?"
0,@USAirways Pilot pleads to let boarding begin for full flight #1937 while waiting for 4th flight attendant. Denied by mission control. Grrrr
1,@AmericanAir AA2416 on time and awesome flight. Great job American!
0,@AmericanAir @Rizzilient I booked tickets using miles and need to change the dates.  Have been trying to get to an advantage rep 4 two days
0,@united thanks! Makes sense. Just annoying that it can't be determined better.
1,@JetBlue @WSJ #JETBLUE treated me right as a #disabledtraveler thanks for a no hassle flight to @jamaica
0,@JetBlue Tried...considerable confusion...no announcement...no sign updates
1,@united thank you.
0,@USAirways strikes again. @emilylyonss  I strongly suggest you live tweet your ordeal. Their media team appreciates the updates 😎
0,@united Flt 4487 is having some MAJOR delays bc ground crew was so SLOW. The flight crew has been terrific. Been 2 hours on the ground..😡...
0,"@united really hoping to get some help here.  On my 5th attempt to get a resolution, and lost count of transfers.  help please! #mileageplus"
0,@united Flight:UA1750 is basically a prison on the runway @ SFO 6delays 4hrs of sitting no water no answers. reminded y I hate this airline
0,@united you suck.    9 hour delay?!
0,@JetBlue I guess you weren't able to do anything to improve the time.. and now it looks even Late Flightr.. going to be a #zombie tomorrow
0,"@USAirways awesome... Doors close in 2 minutes, flight leaves in 17 minutes... And the plane just got here. WTH?"
0,@USAirways My flight (US558) got Cancelled Flightled on 2/16 due to lack of flight crew.I was told that I'd be reimbursed for hotel. Who do I contact?
0,@SouthwestAir I regret not flying you this morning @VirginAmerica doesn't support business travelers. #neverflyvirginforbusiness
0,@united said they would give us a refund. 30 days Late Flightr NO refund.
0,@AmericanAir YOU FUCKING SUCK
1,@SouthwestAir thanks for the great customer service today! 👍👌
0,"@united How come you are the ONLY airline, of 90+ flights last year that makes me check my carry-on. Not even gate check...baggage claim?!?"
0,@united I am trying to make/change reservations and getting extremely frustrated!!! Giving up and trying another airline!!!
0,"@united I was insulted, disrespected and met with incompetence at every turn how about a voucher for a domestic round trip"
0,@USAirways @JosephTReis Can't believe advice to call customer service. I was on hold for 3 hrs this morning and finally gave up.
0,@VirginAmerica trying to book a flight &amp; your site is down 😁
0,@united still waiting for a reply
0,@united please don't take my membership away :(
0,@united If United loses your baggage they will get it to the airport in the country your in and then it disappears!
1,@SouthwestAir thanks!! We will see what happens!!
0,@united also doesn't help me. I'm a very frequent flier and united premiere gold. Apparently that means nothing.
0,@AmericanAir Not even on the bag status...will take actions against this company is incredible how irresponsible are with the costumer
0,"@USAirways you can't control the weather but you CAN control your systems, processes, people and attitudes. #anotherfail"
1,@AmericanAir Thanks :-) Good to be back safely. See you again soon!
0,@united I suppose your customers enjoy screaming toddlers then. Not my problem if someone complains!
0,@united @getmeontop 7 WEEKS Late FlightR AND I STILL HAVE NOT RECEIVED MY MILES FROM THE MileagePlus Gift Card $150 STARBUCKS CARD I HANDED OVER!!!
1,@JetBlue it's okay...I'm actually a tea kinda guy anyway. Thanks!
0,@united I was rebooked thru SFO but arrive 9 hours Late Flight and miss activities. I asked to fly today with stop over. Was told I'd have to pay.
0,@AmericanAir you need to work harder on the disconnect between your intention and the reality your passengers face
1,@AmericanAir awesome. Thanks!
0,@AmericanAir been on hold to reserve award travel for over 1.5 hrs now. Anyone home?? Or is it a crazy weather issue? http://t.co/cEHrOeurC5
1,@SouthwestAir yeehaw. You found us another plane.  Thx for listening to me vent.
1,@JetBlue Success! Good work JetBlue team
1,"@united After an hour+ wait, my issue is resolved. I did contact customer service to comment on the wait time. Thanks for contacting me."
1,@VirginAmerica Thank you!!
0,@USAirways is the 7th circle of hell right after the dmv. #noshadetothedmv
0,"@JetBlue All correct for rates Boston to Pittsburgh wknd March 14? Rates all of a sudden took off! Made plans, came back to buy &amp; surprised."
0,@USAirways need to retrain US 3837 lead flight attendant and gate agent at arrival MKE 2/23.  Horrible attitudes toward helping customers.
0,@SouthwestAir can't DM you without you following me...
1,"@JetBlue okie doke! Knowing you, you will fix this ;)"
1,@AmericanAir i got a new reservation for tomorrow. Thanks!
1,@AmericanAir no space in my seat but thanks to your pilots I'm back 25mn early to Ohare!! Didn't think that was possible!! #sna2ord #1644
0,.@united Nope - had to rebook through Houston so I could get to Amarillo before 11pm. Stuck in SFO for four hours.
0,@SouthwestAir we've been at the gate a long time. We're gonna miss our connection at MDW. Ack! http://t.co/qRXvZFrD1Z
0,@AmericanAir Your customer relations dept has one-way e-mail. How is not allowing responses helpful?
1,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!
0,"@JetBlue I know, but I wanted to pass it along. Not good for the ""T5 experience"" esp for someone who flies 2-3 times a month."
1,@SouthwestAir Love Southwest. You guys have been good to me! http://t.co/X4tDY84dBH
0,@united how come I have no baggage updates.
0,"@USAirways @AmericanAir Suggestions , been on hold 2 hrs for flight that is now about to pass departure...Dealing w ny weather, need change"
0,@united thanks for nothing. Really?!? 60 minute wait times when I've had to call back 4x. That's 240minute wait times.
0,@USAirways Thanks again for ruiningmy vacation.  You all are the best for this.  Could not have done it without you.
0,"@AmericanAir Howdy, having trouble getting rebooked after flight Cancelled Flightled. Can't get thru via phone and Web erroring out. Can you help?"
0,@united - flight 1114. Unfortunately this isn't an isoLate Flightd incident. I haven't waited less than 20min in years
0,@USAirways how do I get thru on hold 3 hours 5 minutes . Is this normal ? My call is lost
0,"@AmericanAir that's interesting-Agent told me so. Sadly, another booked passenger didn't make it to gate by push back so I made it on."
0,@USAirways @JosephTReis Dont bother. They dont pick up the phone. Worst customer service going
0,@JetBlue dispatcher keeps yelling and hung up on me!
0,"@united @upgrd I guess the Kit Kat looks tasty... not going near that ""sandwich."""
0,@USAirways @AmericanAir 28 hours Late Flightr still no email. work supervisor needs documentation to approve last minute vacation day request
0,@USAirways I don't need to rebook I need to know the policy
0,@SouthwestAir so u Cancelled Flight our flight to PHX bc of SDF weather but flights 2 the NE from SDF are still going on?! WTF? http://t.co/NGG3N0wIaR
0,@united That's correct—I've spent hours trying to book online only to receive an error when clicking final purchase button. (1/2)
1,@JetBlue Awww thank you B6! Glad to hear it!  Made my day! &amp; one last question do you have any idea what tail is operating flt 606 2maro? :)
0,@united What is the point of a UPC code on checked baggage if you can't tell me where my luggage is? Vacation- day 3: trying on swimsuits...
0,@united you do realize my wife is waiting on a delayed flight at this very moment.  I'm not sure I understand your tweet.
1,@united thank you. I will address it with them
1,"@JetBlue I like "" Follow @JetBlue """
1,@SouthwestAir ok thank you  i hope  so too
1,"@SouthwestAir Hey yea I got thru...everything is good now (well, in 7-10 days when the voucher goes through)  Appreciate it!"
1,"@JetBlue Very excited, for the first time this Sunday, March 1 I get to fly #JetBlue flight 123 #Mint from JFK. Looking forward :-)"
0,@USAirways not moving we are in the tarmac delayed for some unknown reason. I'll keep you posted
0,.@SouthwestAir 3 days &amp; still not home. Not even off the ground. 3. Days. #PastMyPatienceExpirationDate
1,@united follow me please this airline is beautifull ♥
0,@united We waited 40 min for our bags after a 45 min flight #nomorecheckedbags
0,@SouthwestAir Engadget Theverge Wired reddit
0,@united Not fast enough.  No excuse for service between big hubs to have such outdated craft. Southwest has wifi. This is awful.
0,@AmericanAir LITERALLY just told me they'd rather have an empty seat than my mom get to come earlier &amp; take me to Dr. appointment. WOW
1,@united met with agent. All taken care of. Thx for reply
0,@AmericanAir no private msg me and will provide details...u really need customer svc training for your staff
1,"@AmericanAir Yay, thanks! Appreciate the help, I know it's NUTS right now with the cold and ice!"
0,@united yes staff were rude  and unempathetic. I needed jacket and tablet by 4 got at 11. If u take carryons cause plane full.don't lose em!
1,"@AmericanAir yes, it says it should be deliver within 6 hours after pick up line."
0,@united what is this subtlety gate changes? Are you kidding with me?
0,@AmericanAir still waiting for a flight... I should get my money back
0,@USAirways 5 hours on the phone waiting for a call back to find my luggage #shameonyou
0,"@USAirways I was told a ""return call"" by a human"
0,@SouthwestAir Pls help. On hold 4 long time now. Travelling 4 business and flight 2 ORF from MCI was Cancelled Flightled.  Need to get out there ASAP.
0,@AmericanAir but have been yet to receive assistance from one of your agents in securing a new connection. Many will now miss work tomorrow.
0,@united who compensates is for the delays caused by the fact that you don't have enough flight attendants?? http://t.co/96apr35qan
0,@united the new seats on the Canadaair regional jets just plain suck.
0,@USAirways it's painful being on hold to you!! Really 25 minutes to change a flight!! http://t.co/ocqk0JFXuA
0,@SouthwestAir 40 minutes still haven't talked to one person #shocking phone is gonna died before I talk to anyone http://t.co/iWoiGRLHXb
0,"@AmericanAir &amp; if that wasn't enough, your staff have been so rude &amp; ignored passengers,don't think that should be accepted whatever reason"
0,"@VirginAmerica I tried that. You offered to charge me an additional $1k for a new ticket or be stranded until Thurs. 1st time, last time."
0,@united Lost bag process is broken. Agent promised they'd call &amp; hold my bag when found. Now they're waking me at 3am w/ delivery. #fail
1,@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!
